952481	775014
483726	417172
842332	623624
779967	513358
425351	212506
881594	422037
404748	186134
746435	345135
853587	488476
707689	314294
492016	285525
1065617	324796
500398	441750
951852	391164
948466	594364
691744	26298
466845	278690
864751	641796
490338	88187
633654	424057
486877	400428
505345	253421
560617	154991
551184	123008
741413	164295
1076510	284124
1010070	496874
1020759	536601
556677	41011
588578	330512
584800	385511
1275344	523899
472182	315914
1035433	326241
1094972	423840
464454	333437
467660	389588
539267	492133
514455	425939
549584	513989
1017332	589270
592401	23514
550388	309809
546338	316188
898916	571876
933102	44899
370403	425473
724874	13510
710395	438514
913508	266701
1109186	590012
1359250	337360
1405176	642808
895710	655713
697524	403889
1069712	501629
1336320	529851
756077	127248
650770	515691
559543	125302
870563	667841
511558	363155
449734	269866
627842	322429
405689	511218
930371	349551
583826	358404
440034	429854
659473	264372
1215549	620632
1183380	551137
856918	338713
1179521	600617
1107280	191941
951666	636446
1366898	350220
655224	320131
1225171	569082
710505	299834
565951	409343
1392002	718832
692235	15416
897773	442318
777770	18768
1035796	740276
493857	239779
665471	404318
639197	267150
882840	31513
620351	268465
536337	416427
527751	590765
1012223	366576
885686	768623
500289	228029
421846	228769
583067	484926
495290	295229
494874	417975
1056861	720442
475623	52175
694007	123397
599866	377962
683964	15394
788100	535481
370258	283662
665543	372348
422778	329969
946511	842394
544998	245930
489505	313907
455155	133942
390880	221188
954508	384300
502888	310719
836698	435179
519393	267517
593915	350167
980166	675961
961351	604270
523752	149137
885580	708655
511817	358000
972667	411224
581490	278010
807137	378092
1187207	327783
522842	218929
1120622	524599
990216	798798
541763	275402
456647	204941
811022	462847
420394	78250
691685	445597
463037	130008
481873	387223
558555	461318
1017925	507655
898778	279857
592315	85766
912535	456388
1016229	662472
681132	384502
508835	465745
1109278	599109
486955	327832
1148424	364480
500992	494519
571517	338176
1163314	471036
980967	517926
546987	339485
950000	19667
1132083	49502
1062332	342699
899559	526041
780527	676109
1147383	635724
509808	466897
840304	533132
451442	346253
925073	632108
489872	209785
1022883	437509
444212	204995
995953	554587
890354	603121
516737	277024
512940	517382
759943	599441
855525	476762
595031	433941
644447	346647
630509	374686
1192108	585616
1066998	615503
914687	385895
501157	254073
582612	334463
700838	415061
686120	480422
1080452	508149
994992	573403
620179	313925
765868	228539
637804	150781
965853	430849
511870	292376
684189	427914
766978	447398
398009	363876
843161	658350
822060	795712
1035045	294661
783701	568179
590961	419430
417433	355294
815569	646773
684683	158874
1245339	441311
523701	331408
833678	432321
1162434	524798
522431	338767
442735	186494
568638	432527
503676	367771
605302	543051
1193818	219605
480412	226278
383372	325833
890103	518182
468958	230758
396197	333894
440404	197614
420418	244453
907571	116094
275095	N/A
718401	565206
395846	265032
380608	177621
867258	512537
477973	216409
425880	262348
949581	835929
789958	421762
746166	408128
356779	311333
849470	501580
316386	140847
390890	417949
515516	73980
924982	487509
832881	728123
379661	297003
1066406	628445
391820	404968
1011999	464056
491867	303848
859388	476033
674077	396623
545205	493047
527106	223484
426413	484144
635183	323535
632394	202292
1020525	538654
1232968	745426
894058	839342
905680	540651
682771	604928
993667	448305
927458	363199
1015152	426699
146152	N/A
1096000	703729
965416	829967
1152045	71793
357920	339692
794408	734131
1582902	19682
1330157	12456
1493430	325455
902822	797103
399062	32660
1109564	737923
854644	659288
497572	480506
462162	404750
1123598	446980
617297	318559
536001	128233
990010	405400
403542	336732
992646	364286
784414	654903
1190700	456847
902237	578569
936180	243302
702120	283718
1419379	616078
1022623	499808
440709	72743
447803	374698
515349	411302
1051916	575014
431630	238196
625217	176625
832095	600182
1011381	686670
819131	582362
850333	512361
564298	329158
1071799	494388
487128	236339
739348	669896
868208	371882
613652	295296
412456	396224
1182136	324894
980279	499801
984961	470279
1158263	359124
450575	400629
588296	403525
976102	435655
917077	375681
726403	406338
467464	475167
1086908	391246
873046	283914
1030748	622077
603246	497533
448211	288228
792176	782781
623081	332630
876683	722801
1104374	326409
564679	305487
455376	38636
1368241	36264
622373	33689
1005545	423224
495754	315990
480520	983291
462954	221052
893515	826275
791001	887539
672069	575985
466671	565933
1048393	500587
881467	738601
1047779	634706
943568	528799
612003	16778
789061	537629
986854	359000
910964	336461
927946	608212
449505	212278
836888	666468
316153	430384
502381	417268
427153	41071
631779	498792
431570	276972
674819	64025
568565	307569
564379	438996
376850	452381
348145	175722
876010	475520
880593	591908
659957	656789
978865	565467
844986	722644
998260	490476
371175	393780
737776	443502
930020	452756
988073	650845
526606	312165
910711	616708
452091	385355
374428	240000
355319	444086
451321	298428
583036	312672
1097270	518948
407052	925169
653415	184949
1023032	571942
927283	399854
740793	24229
454397	311241
855958	157158
754197	25398
606744	682082
924051	404520
727859	414167
468240	139138
495778	319455
931538	736508
461070	346187
730890	644492
860767	631994
601871	267479
451768	323932
882344	312583
679015	799927
656500	211605
1224785	424785
539629	456524
1099351	627940
1090755	458772
985253	593502
945568	810912
1037426	320752
534717	43896
439469	252645
885200	594442
1056678	765032
468414	310190
1057134	783550
791573	327448
1063207	562813
509202	216633
1090533	559490
847557	640950
885731	78979
777684	427903
940136	503630
366951	355518
466550	347967
560323	12313
842624	804038
892620	640891
403149	302899
820596	580668
400381	383930
325389	419332
734104	39849
436489	61260
408865	261659
430842	324335
261217	393294
799002	326727
563010	410826
1022185	368991
364131	151153
812808	211314
1503867	491696
973797	785675
764188	651848
1227070	282646
926428	458796
949329	517282
473776	517797
443248	39943
934909	676685
946686	617380
1156822	479716
412879	N/A
605982	197607
614540	15731
924179	284987
715821	585155
492436	30830
1006848	344238
850491	577854
448410	220255
1062415	718300
548051	399918
846588	737837
868851	107864
617732	224127
844544	336050
399053	50914
934890	468983
404614	330972
1145595	522177
563134	355876
756977	631336
535522	191338
615125	364258
457821	382774
1062698	375168
972061	566553
1012582	135486
648667	92576
790486	18276
516844	24416
1068256	558863
947745	655071
368141	297113
1156344	692359
1179934	656650
738268	41020
573753	330298
345825	271570
1044773	504187
1013407	762847
1139552	925472
991061	540288
969943	459776
1030119	591665
927137	427502
587554	567662
434472	379964
804090	394089
870722	286265
1056772	27638
573768	15866
848993	504339
1379360	901235
805119	362174
1521440	392068
956370	501595
803626	552248
982657	500377
1063399	657580
524172	263756
886054	651250
899351	81780
1090584	262976
1025519	587887
937341	799818
1276177	824737
938609	331583
1694432	684382
1588996	799199
563095	209409
610323	432748
1138176	475323
583380	459697
909637	542841
1138698	727176
923197	486178
554186	234884
829950	395774
765532	383860
1336344	696928
1078223	780363
482632	513989
584099	196034
739135	273800
525384	248573
547841	278102
1120716	633822
880310	523590
1253431	365660
899731	363961
958834	391807
517246	354635
676414	275183
1596860	667372
491190	378571
586741	123787
1200484	608420
587605	58940
443664	389737
460514	253118
717083	345710
1155699	850923
1221955	746349
718035	404398
559019	397272
523234	522871
511683	355320
1113122	464728
611283	380004
1317854	500986
603844	343044
1254481	430361
993347	448729
1257452	965739
202363	N/A
384442	392389
898517	548639
508839	317441
527149	269350
916421	794186
1102010	724264
533466	321453
1008283	474115
946751	80107
1064056	497395
500851	218142
534403	295256
1067571	608593
1088537	409204
588182	446785
1020718	627162
513728	111359
871739	54778
721519	629918
1086800	454595
788663	574588
588508	474759
888737	434197
559793	335050
1108478	420667
903443	551288
918046	728537
343033	304741
1048115	661425
901222	550141
1033052	715241
341445	218819
932654	34291
675224	430948
967360	550777
372126	41363
238052	624258
1008818	555668
1042880	576272
1146066	628883
1133480	23721
1031738	394272
531163	253818
532313	400816
395237	78996
478440	485976
563377	33050
528013	484978
202930	254341
541219	300153
482997	150419
602910	150685
498497	318397
777286	267326
717607	573305
742042	658209
490559	238684
1018896	514230
558412	322269
741524	442845
304760	375507
946127	321029
1010598	220879
726104	599413
525605	107300
932614	34949
1098767	353638
943639	657131
837620	409677
534568	10999
420595	132105
741532	132436
392677	430577
773299	461851
466768	355374
869844	789320
877733	437263
957510	669760
510909	307692
736713	628759
725235	724335
483267	306960
635412	716328
537718	300071
517446	77438
432993	234238
508360	244884
1065715	702736
799112	486114
975113	576164
839900	157079
530149	342141
486709	312375
879808	589492
314290	61442
839312	385701
976345	397215
440437	323570
561940	195173
430222	172171
778206	191668
430124	378568
707783	236882
1007490	826720
693418	242463
504496	346275
1137802	475767
652143	251567
792403	233268
1175080	362521
565486	508489
1411501	26819
1262713	644569
452806	377905
1252960	679574
882892	27137
604793	254150
1206440	791341
1170374	429798
379470	308304
1136570	971508
681773	269259
550357	328407
437136	426862
825599	488139
781698	544483
523763	331400
1182785	827406
1060182	496791
931302	424295
1159757	507236
1167417	542499
726302	308461
647690	331770
1045356	555758
1300337	558948
958966	454902
694598	36175
808601	458709
613520	279154
991320	99540
454621	253426
1032646	532629
934803	578532
453706	24417
509368	218878
480879	15507
938751	355671
848287	32318
711292	29774
1074609	170178
457849	429080
1080063	15438
941734	528540
898176	718314
898553	339120
844686	573613
826653	536097
510929	237865
419139	240660
1097159	341686
444872	352520
558461	274409
1078651	727860
1405129	654355
782865	520902
1056184	595556
390987	304307
420632	466431
899983	551649
474893	31812
841378	530731
452811	392352
890546	480928
403885	347188
453684	336646
579776	68194
905263	580928
93347	14016
743541	469816
701626	457203
389635	368884
949357	264553
892592	222881
540771	359869
583949	359482
1383527	545537
816428	647598
1062617	467136
742769	50423
1111227	685468
659189	503969
698165	489328
444187	255047
1480129	344116
508410	242352
1145537	704178
565192	406811
964389	754964
608252	266544
1569861	502502
792796	490296
542654	294202
628468	390651
3216440	438545
432966	185165
1211887	509550
869522	443928
1149786	561058
652758	460578
989144	259744
1138958	620826
602619	130135
705259	341240
482016	361284
898618	390193
884372	707593
462918	191810
918126	600109
872946	571871
485673	296315
512225	350826
664235	412423
1444073	727859
1021480	733301
425163	414392
484749	387722
1040448	557364
1309801	368746
1206370	577345
588783	912081
850358	761446
1160542	629423
601420	461956
