457512	337599
426206	63706
1278664	473898
1070730	379813
482375	370398
963044	560765
762022	31422
994209	291633
562200	324421
455669	220611
511190	321481
938395	336383
450607	199551
444015	352093
723512	339816
338695	37304
389137	314541
687066	400524
388290	214921
879337	439469
770408	208671
850853	483523
946343	394176
464320	262322
701286	560033
398976	210687
872442	454998
837213	252384
856482	682874
927185	586420
805234	676647
647609	459714
434751	94497
333622	144876
362687	274115
407589	309573
533551	275127
351434	15839
362879	N/A
1026707	553275
410491	28241
807494	209970
224671	289106
299322	282611
597477	335058
699291	365582
852237	563178
812832	589713
980596	722100
513242	327807
465576	390990
1028903	424449
1143141	318390
593524	382513
422906	205273
1197619	433157
655859	392045
430578	183339
362263	297963
646766	296314
441845	213519
863604	364306
1186129	532148
886264	314300
383093	286083
467735	194311
447633	335591
839198	313134
445617	323406
1023621	666513
478929	544176
1059004	505365
118623	271427
720121	581913
383088	247933
877284	947304
970081	483955
663215	530072
689189	378241
449905	329467
183697	61645
1073307	576011
740459	475452
732845	428666
721866	242344
608011	441846
983616	443461
320159	202397
642893	224443
194952	266371
902859	337326
419781	387563
940213	405365
671036	356875
903008	463772
910506	384497
523446	176759
394406	218154
746587	802484
359692	309062
661773	282172
611230	241850
888547	543815
917413	584516
546334	343604
817157	49966
651433	20306
465956	212776
310215	310059
508565	198087
306301	281038
768933	209482
991827	381330
364790	274478
390184	186714
155066	351403
328969	167312
334563	245386
744805	476861
333222	278276
882227	271270
705180	392060
306304	145809
602455	230600
802925	294878
371361	358866
669864	296288
779269	586212
1141678	630858
1011920	410142
1123118	511356
1067439	486818
764396	423002
503155	343061
1216259	550401
861029	400428
954917	237646
100271	8335
1206077	418365
721595	778070
646973	213032
588329	355581
721694	490221
880498	386814
616886	271923
992109	421028
1247998	582807
1238940	600475
589885	399717
685768	521662
840993	167026
258541	224416
275652	235323
429545	411266
765074	292939
372881	391134
630416	566641
388535	408709
996115	569321
430988	29054
815710	719825
330100	258162
458289	185932
540915	476257
741882	853780
412936	276362
1292855	665548
1113722	722803
1155516	471177
421626	285702
1297223	386244
1294357	705877
388498	350819
832911	268651
431584	366322
797160	299134
878379	399380
407626	279948
415088	227471
445931	140745
405902	260983
672305	221261
506523	278632
376539	329432
934984	328984
792629	640333
637734	576797
372478	406819
699207	180480
828333	353934
769006	422375
385173	270124
695023	453057
659498	422399
361600	114048
852548	524600
695704	614404
894970	469227
741548	394507
790302	639131
898752	617039
866154	528329
865833	458778
352773	370101
720855	304359
796809	353332
577943	244515
849155	23656
1112241	289039
822320	541348
634081	667354
758847	344389
772432	305252
871677	544144
477737	258903
900997	534203
932041	624388
1027907	550268
831560	657337
338547	194075
445542	415097
974142	423245
761767	353308
549393	517481
414070	65560
916069	464356
392399	238034
771779	511663
792209	632030
421792	111102
802480	256107
994552	184519
488989	49926
622447	322827
809324	299673
653830	53370
470619	26692
944497	617526
900948	409696
429615	197805
607494	384583
417710	249905
327264	292842
530865	333012
232184	198477
508316	460297
608943	431083
487043	587776
507278	284908
881884	520904
499119	17915
429373	160806
1200644	553107
1390706	181177
413888	294009
711998	385584
827927	590491
